"legis.names","mean.x","vars.x","party","session"
"洪讀",0.925877045766478,0.00106930440671708,"K","4th Session"
"游月霞",0.947463619162865,0.00106930440671708,"K","4th Session"
"游淮銀",1.02986444116213,0.00106930440671708,"K","4th Session"
"湯金全",-1.55636903071016,0.00106930440671708,"D","4th Session"
"潘維剛",1.04279469914799,0.00106930440671708,"K","4th Session"
"王世勛",-1.42273636277466,0.00106930440671708,"D","4th Session"
"王令麟",0.750983342006983,0.00106930440671708,"K","4th Session"
"王兆釧",-1.32580353712481,0.00106930440671708,"D","4th Session"
"王天競",0.78864088621574,0.00106930440671708,"K","4th Session"
"王幸男",-1.49549852584152,0.00106930440671708,"D","4th Session"
"王拓",-1.52100680754935,0.00106930440671708,"D","4th Session"
"王昱婷",0.62470633978277,0.00106930440671708,"K","4th Session"
"王金平",-0.1744373113359,0.00106930440671708,"K","4th Session"
"王雪峰",-1.61060997126508,0.00106930440671708,"D","4th Session"
"王麗萍",-1.45802427725483,0.00106930440671708,"D","4th Session"
"瓦歷斯貝林",0.37629283377644,0.00106930440671708,"N","4th Session"
"秦慧珠",0.421486796321757,0.00106930440671708,"K","4th Session"
"翁重鈞",0.854816802834257,0.00106930440671708,"K","4th Session"
"翁金珠",-1.46981367553606,0.00106930440671708,"D","4th Session"
"范巽綠",-1.35350151288626,0.00106930440671708,"D","4th Session"
"范揚盛",0.931428412027859,0.00106930440671708,"K","4th Session"
"葉宜津",-1.57949360677869,0.00106930440671708,"D","4th Session"
"葉憲修",-0.0707756516084825,0.00106930440671708,"N","4th Session"
"葉菊蘭",-1.04536268649101,0.00106930440671708,"D","4th Session"
"蔡中涵",0.646640284590863,0.00106930440671708,"N","4th Session"
"蔡同榮",-1.50208020277834,0.00106930440671708,"D","4th Session"
"蔡家福",0.720313438403218,0.00106930440671708,"K","4th Session"
"蔡明憲",-1.51967711002624,0.00106930440671708,"D","4th Session"
"蔡煌瑯",-1.5127689238001,0.00106930440671708,"D","4th Session"
