"legis.names","mean.x","vars.x","party","year","session"
"呂秀蓮",-1.50789096039132,0.000954021452891112,"D",1995,"2nd Session"
"周伯倫",-1.73025273105564,0.000954021452891112,"D",1995,"2nd Session"
"周書府",1.22776435028606,0.000954021452891112,"K",1995,"2nd Session"
"周荃",-0.569551148261892,0.000954021452891112,"k2",1995,"2nd Session"
"嚴啟昌",1.09882797698394,0.000954021452891112,"K",1995,"2nd Session"
"姚嘉文",-1.55553802573174,0.000954021452891112,"D",1995,"2nd Session"
"尤宏",-1.69169889452428,0.000954021452891112,"D",1995,"2nd Session"
"廖光生",1.11564380472007,0.000954021452891112,"K",1995,"2nd Session"
"廖大林",-1.79295638470627,0.000954021452891112,"D",1995,"2nd Session"
"廖永來",-1.48631611240048,0.000954021452891112,"D",1995,"2nd Session"
"廖福本",1.06571598798487,0.000954021452891112,"K",1995,"2nd Session"
"張俊宏",-1.34846041769212,0.000954021452891112,"D",1995,"2nd Session"
"張俊雄",-1.83822201314548,0.000954021452891112,"D",1995,"2nd Session"
"張偉",0.94135001026266,0.000954021452891112,"K",1995,"2nd Session"
"張堅華",1.00622131921804,0.000954021452891112,"K",1995,"2nd Session"
"張建國",1.1210774333393,0.000954021452891112,"K",1995,"2nd Session"
"張文儀",0.677165673314337,0.000954021452891112,"K",1995,"2nd Session"
